Date;Flow
1972-09-08;1849.91
1972-09-09;1856.16
1972-09-10;1818.79
1972-09-11;1794.03
1972-09-12;1837.44
1972-09-13;1906.43
1972-09-14;1944.47
1972-09-15;1912.75
1972-09-16;1831.22
1972-09-17;1769.41
1972-09-18;1714.46
1972-09-19;2340.03
1972-09-20;3507.33
1972-09-21;3396.87
1972-09-22;3475.64
1972-09-23;3683.58
1972-09-24;3929.1
1972-09-25;4129.76
1972-09-26;4180.51
1972-09-27;4214.47
1972-09-28;4112.9
1972-09-29;3929.1
1972-09-30;3732.21
1972-10-01;3028.32
1972-10-02;2491.86
1972-10-03;2027.83
1972-10-04;1618.39
1972-10-05;1315.3
1972-10-06;1087.11
1972-10-07;928.084
1972-10-08;781.611
1972-10-09;682.758
1972-10-10;617.404
1972-10-11;551.343
1972-10-12;476.24
1972-10-13;424.635
1972-10-14;394.15
1972-10-15;369.816
1972-10-16;369.816
1972-10-17;385.978
1972-10-18;394.15
1972-10-19;391.419
1972-10-20;441.602
1972-10-21;566.83
1972-10-22;610.998
1972-10-23;894.566
1972-10-24;1112.8
1972-10-25;1489.73
1972-10-26;1606.53
1972-10-27;1969.98
1972-10-28;2450.1
1972-10-29;2726.25
1972-10-30;2740.7
1972-10-31;2747.94
1972-11-01;2798.82
1972-11-02;2938.68
1972-11-03;3081.07
1972-11-04;3241.38
1972-11-05;3412.57
1972-11-06;3475.64
1972-11-07;3459.83
1972-11-08;3523.22
1972-11-09;3459.83
1972-11-10;3349.94
1972-11-11;3195.27
1972-11-12;2990.85
1972-11-13;2813.42
1972-11-14;2632.97
1972-11-15;2491.86
1972-11-16;2285.71
1972-11-17;2099.39
1972-11-18;1893.82
1972-11-19;1696.29
1972-11-20;1495.49
1972-11-21;1239.22
1972-11-22;1092.23
1972-11-23;923.267
1972-11-24;757.315
1972-11-25;640.011
1972-11-26;548.264
1972-11-27;490.946
1972-11-28;447.31
1972-11-29;419.032
1972-11-30;464.59
1972-12-01;604.616
1972-12-02;696.109
1972-12-03;870.909
1972-12-04;1016.38
1972-12-05;1154.37
1972-12-06;1260.78
1972-12-07;1282.48
1972-12-08;1180.64
1972-12-09;1036.4
1972-12-10;889.816
1972-12-11;743.555
1972-12-12;653.059
1972-12-13;563.72
1972-12-14;482.103
1972-12-15;413.456
1972-12-16;364.484
1972-12-17;333.076
1972-12-18;297.727
1972-12-19;268.57
1972-12-20;247.414
1972-12-21;231.392
1972-12-22;213.553
1972-12-23;204.827
1972-12-24;191.983
1972-12-25;163.188
1972-12-26;136.101
1972-12-27;128.688
1972-12-28;125.037
1972-12-29;128.688
1972-12-30;173.28
1972-12-31;217.965
1973-01-01;213.553
1973-01-02;196.231
1973-01-03;187.768
1973-01-04;187.768
1973-01-05;177.377
1973-01-06;171.244
1973-01-07;167.199
1973-01-08;169.217
1973-01-09;209.174
1973-01-10;283.015
1973-01-11;320.289
1973-01-12;361.828
1973-01-13;591.924
1973-01-14;686.087
1973-01-15;991.549
1973-01-16;1031.38
1973-01-17;976.763
1973-01-18;1071.8
1973-01-19;1097.36
1973-01-20;1076.89
1973-01-21;1233.85
1973-01-22;1304.33
1973-01-23;1138.71
1973-01-24;1001.45
1973-01-25;885.075
1973-01-26;760.769
1973-01-27;662.906
1973-01-28;666.201
1973-01-29;764.229
1973-01-30;856.829
1973-01-31;1046.47
1973-02-01;1112.8
1973-02-02;1123.14
1973-02-03;1117.96
1973-02-04;1076.89
1973-02-05;880.343
1973-02-06;710.07
1973-02-07;542.125
1973-02-08;419.032
1973-02-09;410.678
1973-02-10;1312.11
1973-02-11;2269.8
1973-02-12;2869.85
1973-02-13;3163.1
1973-02-14;3622.73
1973-02-15;4338.24
1973-02-16;4783.4
1973-02-17;5109.98
1973-02-18;5065.38
1973-02-19;4994.32
1973-02-20;4713.86
1973-02-21;4355.06
1973-02-22;4039.7
1973-02-23;3781.08
1973-02-24;3451.49
1973-02-25;3155.64
1973-02-26;2927.64
1973-02-27;2650.01
1973-02-28;2389.6
1973-03-01;2289.61
1973-03-02;2309.48
1973-03-03;2210.77
1973-03-04;2132.98
1973-03-05;2132.98
1973-03-06;2152.33
1973-03-07;2145.87
1973-03-08;2081.7
1973-03-09;1968.04
1973-03-10;1796.04
1973-03-11;1489.98
1973-03-12;1238.75
1973-03-13;1036.39
1973-03-14;906.139
1973-03-15;799.466
1973-03-16;683.885
1973-03-17;623.961
1973-03-18;582.191
1973-03-19;640.912
1973-03-20;658.0
1973-03-21;623.961
1973-03-22;563.72
1973-03-23;517.815
1973-03-24;470.402
1973-03-25;430.264
1973-03-26;396.888
1973-03-27;369.816
1973-03-28;343.433
1973-03-29;322.832
1973-03-30;300.205
1973-03-31;290.338
1973-04-01;285.448
1973-04-02;280.589
1973-04-03;285.448
1973-04-04;287.889
1973-04-05;270.959
1973-04-06;261.449
1973-04-07;490.946
1973-04-08;859.263
1973-04-09;1031.47
1973-04-10;1146.34
1973-04-11;1212.87
1973-04-12;1151.42
1973-04-13;997.245
1973-04-14;836.11
1973-04-15;710.07
1973-04-16;1031.47
1973-04-17;1075.98
1973-04-18;977.846
1973-04-19;882.607
1973-04-20;817.726
1973-04-21;701.309
1973-04-22;645.171
1973-04-23;586.329
1973-04-24;536.01
1973-04-25;1041.31
1973-04-26;1943.11
1973-04-27;2256.63
1973-04-28;2409.79
1973-04-29;2755.56
1973-04-30;2985.86
1973-05-01;3088.79
1973-05-02;3351.77
1973-05-03;3821.07
1973-05-04;4439.52
1973-05-05;4783.4
1973-05-06;4994.32
1973-05-07;5083.2
1973-05-08;5083.2
1973-05-09;4967.76
1973-05-10;4800.85
1973-05-11;4490.49
1973-05-12;4130.07
1973-05-13;3521.16
1973-05-14;2791.09
1973-05-15;2197.74
1973-05-16;1700.43
1973-05-17;1301.55
1973-05-18;1011.87
1973-05-19;845.349
1973-05-20;723.274
1973-05-21;658.0
1973-05-22;645.171
1973-05-23;615.537
1973-05-24;566.83
1973-05-25;532.962
1973-05-26;511.8
1973-05-27;490.946
1973-05-28;485.044
1973-05-29;891.997
1973-05-30;1556.33
1973-05-31;1712.27
1973-06-01;1682.72
1973-06-02;1670.95
1973-06-03;1706.35
1973-06-04;1777.97
1973-06-05;1838.49
1973-06-06;2056.24
1973-06-07;2356.09
1973-06-08;2573.59
1973-06-09;2826.79
1973-06-10;3148.18
1973-06-11;3466.93
1973-06-12;3528.94
1973-06-13;3638.45
1973-06-14;3622.73
1973-06-15;3208.01
1973-06-16;3044.52
1973-06-17;2699.07
1973-06-18;2416.53
1973-06-19;2113.7
1973-06-20;1869.03
1973-06-21;1641.67
1973-06-22;1500.97
1973-06-23;1376.0
1973-06-24;1228.38
1973-06-25;1075.98
1973-06-26;929.857
1973-06-27;877.923
1973-06-28;868.578
1973-06-29;859.263
1973-06-30;849.979
1973-07-01;977.846
1973-07-02;1002.11
1973-07-03;1126.1
1973-07-04;1228.38
1973-07-05;1440.79
1973-07-06;1606.66
1973-07-07;1730.1
1973-07-08;1844.58
1973-07-09;1974.29
1973-07-10;2145.87
1973-07-11;2243.5
1973-07-12;2276.4
1973-07-13;2283.0
1973-07-14;2396.32
1973-07-15;2552.9
1973-07-16;2898.69
1973-07-17;3382.33
1973-07-18;3685.76
1973-07-19;3789.07
1973-07-20;3909.59
1973-07-21;4072.47
1973-07-22;4575.92
1973-07-23;4661.95
1973-07-24;4618.86
1973-07-25;4567.35
1973-07-26;4422.58
1973-07-27;4047.88
1973-07-28;3821.07
1973-07-29;3482.39
1973-07-30;3051.88
1973-07-31;2657.0
1973-08-01;2309.48
1973-08-02;1968.04
1973-08-03;1676.83
1973-08-04;1435.36
1973-08-05;1249.16
1973-08-06;1071.01
1973-08-07;963.373
1973-08-08;868.578
1973-08-09;781.332
1973-08-10;754.367
1973-08-11;799.466
1973-08-12;934.623
1973-08-13;1085.95
1973-08-14;1182.02
1973-08-15;1207.71
1973-08-16;1291.02
1973-08-17;1354.6
1973-08-18;1370.64
1973-08-19;1322.7
1973-08-20;1238.75
1973-08-21;1136.21
1973-08-22;1041.31
1973-08-23;963.373
1973-08-24;877.923
1973-08-25;982.685
1973-08-26;1333.31
1973-08-27;1392.11
1973-08-28;1500.97
1973-08-29;1647.51
1973-08-30;1730.1
1973-08-31;1712.27
1973-09-01;1647.51
1973-09-02;1539.66
1973-09-03;1408.28
1973-09-04;1259.58
1973-09-05;1100.95
1973-09-06;939.396
1973-09-07;767.814
1973-09-08;658.0
1973-09-09;594.63
1973-09-10;557.519
1973-09-11;594.63
1973-09-12;666.595
1973-09-13;696.941
1973-09-14;740.993
1973-09-15;799.466
1973-09-16;745.443
1973-09-17;790.383
1973-09-18;1006.99
1973-09-19;1218.03
1973-09-20;1381.36
1973-09-21;1512.0
1973-09-22;1556.33
1973-09-23;1573.05
1973-09-24;1539.66
1973-09-25;1435.36
1973-09-26;1291.02
1973-09-27;1223.2
1973-09-28;1166.69
1973-09-29;1238.75
1973-09-30;1333.31
1973-10-01;1254.37
1973-10-02;1105.97
1973-10-03;944.177
1973-10-04;776.818
1973-10-05;632.419
1973-10-06;557.519
1973-10-07;505.81
1973-10-08;470.402
1973-10-09;435.92
1973-10-10;450.174
1973-10-11;502.825
1973-10-12;590.475
1973-10-13;701.309
1973-10-14;817.726
1973-10-15;882.607
1973-10-16;920.348
1973-10-17;934.623
1973-10-18;906.139
1973-10-19;840.726
1973-10-20;692.581
1973-10-21;514.805
1973-10-22;652.901
1973-10-23;1118.48
1973-10-24;1358.65
1973-10-25;1460.4
1973-10-26;1512.48
1973-10-27;1465.57
1973-10-28;1299.15
1973-10-29;1118.48
1973-10-30;945.505
1973-10-31;789.335
1973-11-01;746.446
1973-11-02;715.915
1973-11-03;682.238
1973-11-04;638.445
1973-11-05;578.596
1973-11-06;518.057
1973-11-07;479.335
1973-11-08;441.938
1973-11-09;388.355
1973-11-10;357.112
1973-11-11;308.483
1973-11-12;255.73
1973-11-13;216.233
1973-11-14;190.114
1973-11-15;171.498
1973-11-16;175.562
1973-11-17;198.656
1973-11-18;222.991
1973-11-19;214.0
1973-11-20;196.505
1973-11-21;188.004
1973-11-22;175.562
1973-11-23;161.521
1973-11-24;157.603
1973-11-25;155.661
1973-11-26;155.661
1973-11-27;163.495
1973-11-28;163.495
1973-11-29;149.895
1973-11-30;142.357
1973-12-01;140.499
1973-12-02;133.175
1973-12-03;165.48
1973-12-04;200.818
1973-12-05;205.171
1973-12-06;196.505
1973-12-07;214.0
1973-12-08;265.444
1973-12-09;300.682
1973-12-10;285.345
1973-12-11;241.459
1973-12-12;214.0
1973-12-13;188.004
1973-12-14;175.562
1973-12-15;207.363
1973-12-16;265.444
1973-12-17;298.102
1973-12-18;292.969
1973-12-19;282.822
1973-12-20;263.001
1973-12-21;236.782
1973-12-22;214.0
1973-12-23;202.989
1973-12-24;183.815
1973-12-25;173.525
1973-12-26;163.495
1973-12-27;171.498
1973-12-28;194.365
1973-12-29;241.459
1973-12-30;354.329
1973-12-31;521.343
1974-01-01;561.486
1974-01-02;634.853
1974-01-03;609.959
1974-01-04;521.343
1974-01-05;382.589
1974-01-06;343.292
1974-01-07;305.873
1974-01-08;280.31
1974-01-09;402.934
1974-01-10;624.131
1974-01-11;731.111
1974-01-12;833.271
1974-01-13;882.385
1974-01-14;853.585
1974-01-15;793.286
1974-01-16;685.945
1974-01-17;663.836
1974-01-18;627.696
1974-01-19;488.892
1974-01-20;400.0
1974-01-21;346.036
1974-01-22;300.682
1974-01-23;260.567
1974-01-24;292.969
1974-01-25;411.795
1974-01-26;627.696
1974-01-27;595.93
1974-01-28;582.045
1974-01-29;617.027
1974-01-30;649.274
1974-01-31;634.853
1974-02-01;582.045
1974-02-02;492.096
1974-02-03;402.934
1974-02-04;351.555
1974-02-05;319.019
1974-02-06;285.345
1974-02-07;280.31
1974-02-08;337.83
1974-02-09;408.832
1974-02-10;511.512
1974-02-11;585.503
1974-02-12;663.836
1974-02-13;689.66
1974-02-14;727.299
1974-02-15;829.233
1974-02-16;817.174
1974-02-17;708.37
1974-02-18;592.445
1974-02-19;505.004
1974-02-20;492.096
1974-02-21;704.611
1974-02-22;719.701
1974-02-23;631.27
1974-02-24;606.438
1974-02-25;564.89
1974-02-26;492.096
1974-02-27;420.74
1974-02-28;365.519
1974-03-01;327.023
1974-03-02;275.315
1974-03-03;270.36
1974-03-04;292.969
1974-03-05;280.31
1974-03-06;270.36
1974-03-07;255.73
1974-03-08;267.897
1974-03-09;255.73
1974-03-10;505.004
1974-03-11;518.057
1974-03-12;479.335
1974-03-13;561.486
1974-03-14;599.424
1974-03-15;613.489
1974-03-16;638.445
1974-03-17;656.537
1974-03-18;634.853
1974-03-19;568.303
1974-03-20;508.253
1974-03-21;448.078
1974-03-22;400.0
1974-03-23;351.555
1974-03-24;300.682
1974-03-25;275.315
1974-03-26;258.144
1974-03-27;241.459
1974-03-28;229.841
1974-03-29;220.728
1974-03-30;209.565
1974-03-31;200.818
1974-04-01;190.114
1974-04-02;185.905
1974-04-03;175.562
1974-04-04;169.482
1974-04-05;163.495
1974-04-06;161.521
1974-04-07;157.603
1974-04-08;153.728
1974-04-09;149.895
1974-04-10;146.105
1974-04-11;142.357
1974-04-12;140.499
1974-04-13;140.499
1974-04-14;140.499
1974-04-15;136.816
1974-04-16;131.371
1974-04-17;129.578
1974-04-18;126.023
1974-04-19;140.499
1974-04-20;161.521
1974-04-21;163.495
1974-04-22;155.661
1974-04-23;151.807
1974-04-24;147.995
1974-04-25;147.995
1974-04-26;146.105
1974-04-27;144.226
1974-04-28;142.357
1974-04-29;140.499
1974-04-30;138.652
1974-05-01;134.99
1974-05-02;133.175
1974-05-03;131.371
1974-05-04;129.578
1974-05-05;126.023
1974-05-06;122.512
1974-05-07;119.045
1974-05-08;117.328
1974-05-09;115.621
1974-05-10;115.621
1974-05-11;115.621
1974-05-12;115.621
1974-05-13;115.621
1974-05-14;115.621
1974-05-15;115.621
1974-05-16;113.926
1974-05-17;112.242
1974-05-18;181.736
1974-05-19;469.861
1974-05-20;813.171
1974-05-21;890.691
1974-05-22;789.335
1974-05-23;652.901
1974-05-24;485.697
1974-05-25;397.074
1974-05-26;656.537
1974-05-27;697.118
1974-05-28;750.302
1974-05-29;789.335
1974-05-30;727.299
1974-05-31;613.489
1974-06-01;508.253
1974-06-02;423.74
1974-06-03;371.171
1974-06-04;368.34
1974-06-05;354.329
1974-06-06;335.114
1974-06-07;308.483
1974-06-08;287.876
1974-06-09;280.31
1974-06-10;282.822
1974-06-11;337.83
1974-06-12;492.096
1974-06-13;620.575
1974-06-14;715.915
1974-06-15;789.335
1974-06-16;738.761
1974-06-17;682.238
1974-06-18;638.445
1974-06-19;582.045
1974-06-20;620.575
1974-06-21;915.811
1974-06-22;1063.9
1974-06-23;1155.53
1974-06-24;1212.09
1974-06-25;1240.82
1974-06-26;1236.01
1974-06-27;1169.56
1974-06-28;1086.5
1974-06-29;971.286
1974-06-30;915.811
1974-07-01;975.613
1974-07-02;1100.16
1974-07-03;1123.08
1974-07-04;1054.92
1974-07-05;928.486
1974-07-06;761.921
1974-07-07;617.027
1974-07-08;524.639
1974-07-09;466.722
1974-07-10;426.75
1974-07-11;394.158
1974-07-12;365.519
1974-07-13;348.791
1974-07-14;321.678
1974-07-15;290.418
1974-07-16;287.876
1974-07-17;329.711
1974-07-18;537.911
1974-07-19;936.979
1974-07-20;1164.87
1974-07-21;1348.65
1974-07-22;1439.79
1974-07-23;1496.77
1974-07-24;1496.77
1974-07-25;1481.14
1974-07-26;1424.42
1974-07-27;1289.34
1974-07-28;1188.38
1974-07-29;1136.94
1974-07-30;1081.96
1974-07-31;1014.93
1974-08-01;907.404
1974-08-02;825.205
1974-08-03;697.118
1974-08-04;602.927
1974-08-05;777.534
1974-08-06;1019.34
1974-08-07;1221.63
1974-08-08;1414.21
1974-08-09;1576.03
1974-08-10;1613.63
1974-08-11;1629.86
1974-08-12;1629.86
1974-08-13;1576.03
1974-08-14;1475.94
1974-08-15;1419.31
1974-08-16;1368.68
1974-08-17;1284.45
1974-08-18;1160.2
1974-08-19;1028.19
1974-08-20;853.585
1974-08-21;689.66
1974-08-22;568.303
1974-08-23;488.892
1974-08-24;531.257
1974-08-25;1100.16
1974-08-26;1221.63
1974-08-27;1231.21
1974-08-28;1424.42
1974-08-29;1398.96
1974-08-30;1279.57
1974-08-31;1260.13
1974-09-01;1260.13
1974-09-02;1216.86
1974-09-03;1118.48
1974-09-04;1041.52
1974-09-05;962.659
1974-09-06;869.991
1974-09-07;761.921
1974-09-08;631.27
1974-09-09;558.091
1974-09-10;492.096
1974-09-11;429.769
1974-09-12;385.467
1974-09-13;354.329
1974-09-14;324.346
1974-09-15;316.371
1974-09-16;348.791
1974-09-17;564.89
1974-09-18;738.761
1974-09-19;841.371
1974-09-20;988.643
1974-09-21;1141.57
1974-09-22;1231.21
1974-09-23;1348.65
1974-09-24;1409.12
1974-09-25;1465.57
1974-09-26;1576.03
1974-09-27;1624.44
1974-09-28;1613.63
1974-09-29;1586.73
1974-09-30;1544.11
1974-10-01;1409.12
1974-10-02;1264.98
1974-10-03;1146.22
1974-10-04;1050.45
1974-10-05;941.237
1974-10-06;817.174
1974-10-07;719.701
1974-10-08;620.575
1974-10-09;541.252
1974-10-10;473.01
1974-10-11;417.749
1974-10-12;365.519
1974-10-13;327.023
1974-10-14;295.53
1974-10-15;270.36
1974-10-16;253.327
1974-10-17;239.115
1974-10-18;227.548
1974-10-19;216.233
1974-10-20;205.171
1974-10-21;194.365
1974-10-22;185.905
1974-10-23;177.61
1974-10-24;190.114
1974-10-25;246.176
1974-10-26;292.969
1974-10-27;362.707
1974-10-28;414.767
1974-10-29;432.797
1974-10-30;391.252
1974-10-31;357.112
1974-11-01;305.873
1974-11-02;258.144
1974-11-03;222.991
1974-11-04;211.777
1974-11-05;202.989
1974-11-06;196.505
1974-11-07;202.989
1974-11-08;200.818
1974-11-09;194.365
1974-11-10;192.234
1974-11-11;198.656
1974-11-12;194.365
1974-11-13;188.004
1974-11-14;181.736
1974-11-15;171.498
1974-11-16;159.557
1974-11-17;131.371
1974-11-18;124.262
1974-11-19;127.795
1974-11-20;131.371
1974-11-21;134.99
1974-11-22;169.482
1974-11-23;200.818
1974-11-24;202.989
1974-11-25;183.815
1974-11-26;183.815
1974-11-27;214.0
1974-11-28;308.483
1974-11-29;382.589
1974-11-30;376.861
1974-12-01;365.519
1974-12-02;432.797
1974-12-03;754.166
1974-12-04;949.781
1974-12-05;1041.52
1974-12-06;1023.76
1974-12-07;954.065
1974-12-08;857.674
1974-12-09;746.446
1974-12-10;667.499
1974-12-11;544.601
1974-12-12;451.163
1974-12-13;346.036
1974-12-14;290.418
1974-12-15;258.144
1974-12-16;282.822
1974-12-17;313.732
1974-12-18;305.873
1974-12-19;311.102
1974-12-20;469.861
1974-12-21;451.163
1974-12-22;492.096
1974-12-23;652.901
1974-12-24;765.811
1974-12-25;853.585
1974-12-26;874.114
1974-12-27;861.771
1974-12-28;825.205
1974-12-29;777.534
1974-12-30;700.86
1974-12-31;582.045
1975-01-01;466.722
1975-01-02;359.905
1975-01-03;305.873
1975-01-04;253.327
1975-01-05;220.728
1975-01-06;200.818
1975-01-07;194.365
1975-01-08;200.818
1975-01-09;365.519
1975-01-10;391.252
1975-01-11;420.74
1975-01-12;429.769
1975-01-13;454.256
1975-01-14;451.163
1975-01-15;394.158
1975-01-16;362.707
1975-01-17;329.711
1975-01-18;432.797
1975-01-19;534.579
1975-01-20;606.438
1975-01-21;585.503
1975-01-22;547.96
1975-01-23;476.168
1975-01-24;438.882
1975-01-25;394.158
1975-01-26;359.905
1975-01-27;327.023
1975-01-28;292.969
1975-01-29;258.144
1975-01-30;214.0
1975-01-31;196.505
1975-02-01;225.265
1975-02-02;229.841
1975-02-03;239.115
1975-02-04;280.31
1975-02-05;255.73
1975-02-06;222.991
1975-02-07;209.565
1975-02-08;202.989
1975-02-09;194.365
1975-02-10;177.61
1975-02-11;157.603
1975-02-12;142.357
1975-02-13;131.371
1975-02-14;115.621
1975-02-15;110.568
1975-02-16;108.906
1975-02-17;107.255
1975-02-18;102.367
1975-02-19;102.367
1975-02-20;110.568
1975-02-21;126.023
1975-02-22;133.175
1975-02-23;129.578
1975-02-24;131.371
1975-02-25;136.816
1975-02-26;151.807
1975-02-27;161.521
1975-02-28;147.995
1975-03-01;142.357
1975-03-02;138.652
1975-03-03;140.499
1975-03-04;134.99
1975-03-05;127.795
1975-03-06;161.521
1975-03-07;185.905
1975-03-08;214.0
1975-03-09;255.73
1975-03-10;290.418
1975-03-11;324.346
1975-03-12;394.158
1975-03-13;551.328
1975-03-14;758.039
1975-03-15;949.781
1975-03-16;1032.62
1975-03-17;1041.52
1975-03-18;1006.13
1975-03-19;1236.01
1975-03-20;1358.65
1975-03-21;1409.12
1975-03-22;1481.14
1975-03-23;1512.48
1975-03-24;1368.68
1975-03-25;1169.56
1975-03-26;1010.53
1975-03-27;894.856
1975-03-28;712.138
1975-03-29;595.93
1975-03-30;561.486
1975-03-31;554.705
1975-04-01;544.601
1975-04-02;524.639
1975-04-03;492.096
1975-04-04;441.938
1975-04-05;394.158
1975-04-06;348.791
1975-04-07;313.732
1975-04-08;282.822
1975-04-09;260.567
1975-04-10;241.459
1975-04-11;222.991
1975-04-12;211.777
1975-04-13;200.818
1975-04-14;190.114
1975-04-15;181.736
1975-04-16;179.668
1975-04-17;175.562
1975-04-18;169.482
1975-04-19;163.495
1975-04-20;155.661
1975-04-21;159.557
1975-04-22;190.114
1975-04-23;227.548
1975-04-24;243.813
1975-04-25;225.265
1975-04-26;207.363
1975-04-27;207.363
1975-04-28;202.989
1975-04-29;216.233
1975-04-30;432.797
1975-05-01;482.512
1975-05-02;451.163
1975-05-03;394.158
1975-05-04;357.112
1975-05-05;316.371
1975-05-06;290.418
1975-05-07;267.897
1975-05-08;241.459
1975-05-09;220.728
1975-05-10;205.171
1975-05-11;227.548
1975-05-12;541.252
1975-05-13;1419.31
1975-05-14;2121.81
1975-05-15;2376.28
1975-05-16;2445.03
1975-05-17;2424.33
1975-05-18;2254.39
1975-05-19;1992.26
1975-05-20;1657.07
1975-05-21;1299.15
1975-05-22;997.371
1975-05-23;773.618
1975-05-24;620.575
1975-05-25;505.004
1975-05-26;423.74
1975-05-27;374.011
1975-05-28;335.114
1975-05-29;305.873
1975-05-30;277.808
1975-05-31;295.53
1975-06-01;402.934
1975-06-02;429.769
1975-06-03;554.705
1975-06-04;700.86
1975-06-05;801.214
1975-06-06;865.877
1975-06-07;954.065
1975-06-08;975.613
1975-06-09;1041.52
1975-06-10;1091.04
1975-06-11;1118.48
1975-06-12;1081.96
1975-06-13;1014.93
1975-06-14;949.781
1975-06-15;882.385
1975-06-16;813.171
1975-06-17;734.932
1975-06-18;642.046
1975-06-19;554.705
1975-06-20;476.168
1975-06-21;405.879
1975-06-22;498.532
1975-06-23;674.851
1975-06-24;962.659
1975-06-25;1077.44
1975-06-26;1059.41
1975-06-27;1037.07
1975-06-28;984.291
1975-06-29;932.728
1975-06-30;857.674
1975-07-01;746.446
1975-07-02;700.86
1975-07-03;634.853
1975-07-04;564.89
1975-07-05;534.579
1975-07-06;498.532
1975-07-07;485.697
1975-07-08;537.911
1975-07-09;531.257
1975-07-10;488.892
1975-07-11;682.238
1975-07-12;793.286
1975-07-13;903.213
1975-07-14;1045.98
1975-07-15;1150.87
1975-07-16;1240.82
1975-07-17;1250.46
1975-07-18;1104.73
1975-07-19;1032.62
1975-07-20;958.358
1975-07-21;865.877
1975-07-22;773.618
1975-07-23;682.238
1975-07-24;568.303
1975-07-25;501.763
1975-07-26;438.882
1975-07-27;362.707
1975-07-28;340.556
1975-07-29;327.023
1975-07-30;313.732
1975-07-31;298.102
1975-08-01;285.345
1975-08-02;305.873
1975-08-03;368.34
1975-08-04;482.512
1975-08-05;554.705
1975-08-06;634.853
1975-08-07;738.761
1975-08-08;731.111
1975-08-09;660.182
1975-08-10;656.537
1975-08-11;878.245
1975-08-12;1068.41
1975-08-13;1260.13
1975-08-14;1455.23
1975-08-15;1941.3
1975-08-16;2089.13
1975-08-17;2141.5
1975-08-18;2148.08
1975-08-19;2128.36
1975-08-20;2095.65
1975-08-21;2069.62
1975-08-22;1947.64
1975-08-23;1791.41
1975-08-24;1773.0
1975-08-25;1903.4
1975-08-26;2108.71
1975-08-27;2267.82
1975-08-28;2274.54
1975-08-29;2141.5
1975-08-30;2082.62
1975-08-31;2095.65
1975-09-01;2128.36
1975-09-02;2214.3
1975-09-03;2234.31
1975-09-04;2201.0
1975-09-05;2069.62
1975-09-06;1822.27
1975-09-07;1689.99
1975-09-08;1576.03
1975-09-09;1491.55
1975-09-10;1922.31
1975-09-11;1766.87
1975-09-12;1646.16
1975-09-13;1565.36
1975-09-14;1576.03
1975-09-15;2383.12
1975-09-16;2591.79
1975-09-17;2556.55
1975-09-18;2403.69
1975-09-19;2247.69
1975-09-20;2247.69
1975-09-21;2315.04
1975-09-22;2281.27
1975-09-23;2241.0
1975-09-24;2148.08
1975-09-25;2017.92
1975-09-26;1890.83
1975-09-27;1773.0
1975-09-28;1608.23
1975-09-29;1544.11
1975-09-30;1695.5
1975-10-01;1785.27
1975-10-02;1840.87
1975-10-03;1797.57
1975-10-04;1695.5
1975-10-05;1613.63
1975-10-06;1646.16
1975-10-07;1657.07
1975-10-08;1619.03
1975-10-09;1533.53
1975-10-10;1470.75
1975-10-11;1404.04
1975-10-12;1274.7
1975-10-13;1095.6
1975-10-14;886.534
1975-10-15;689.66
1975-10-16;554.705
1975-10-17;457.358
1975-10-18;391.252
1975-10-19;343.292
1975-10-20;311.102
1975-10-21;282.822
1975-10-22;258.144
1975-10-23;234.458
1975-10-24;225.265
1975-10-25;216.233
1975-10-26;209.565
1975-10-27;198.656
1975-10-28;194.365
1975-10-29;246.176
1975-10-30;429.769
1975-10-31;541.252
1975-11-01;599.424
1975-11-02;645.655
1975-11-03;602.927
1975-11-04;537.911
1975-11-05;466.722
1975-11-06;445.004
1975-11-07;414.767
1975-11-08;371.171
1975-11-09;324.346
1975-11-10;295.53
1975-11-11;277.808
1975-11-12;255.73
1975-11-13;239.115
1975-11-14;222.991
1975-11-15;190.114
1975-11-16;185.905
1975-11-17;196.505
1975-11-18;225.265
1975-11-19;295.53
1975-11-20;357.112
1975-11-21;394.158
1975-11-22;473.01
1975-11-23;514.78
1975-11-24;568.303
1975-11-25;595.93
1975-11-26;617.027
1975-11-27;634.853
1975-11-28;627.696
1975-11-29;609.959
1975-11-30;582.045
1975-12-01;508.253
1975-12-02;457.358
1975-12-03;394.158
1975-12-04;340.556
1975-12-05;298.102
1975-12-06;253.327
1975-12-07;225.265
1975-12-08;202.989
1975-12-09;300.682
1975-12-10;435.835
1975-12-11;568.303
1975-12-12;663.836
1975-12-13;693.385
1975-12-14;645.655
1975-12-15;582.045
1975-12-16;527.943
1975-12-17;463.591
1975-12-18;420.74
1975-12-19;385.467
1975-12-20;340.556
1975-12-21;295.53
1975-12-22;250.933
1975-12-23;220.728
1975-12-24;196.505
1975-12-25;177.61
1975-12-26;161.521
1975-12-27;149.895
1975-12-28;140.499
1975-12-29;126.023
1975-12-30;115.621
1975-12-31;105.614
1976-01-01;97.5797
1976-01-02;86.8022
1976-01-03;83.8248
1976-01-04;86.8022
1976-01-05;103.985
1976-01-06;131.371
1976-01-07;185.905
1976-01-08;234.458
1976-01-09;265.444
1976-01-10;311.102
1976-01-11;479.335
1976-01-12;660.182
1976-01-13;849.505
1976-01-14;903.213
1976-01-15;878.245
1976-01-16;797.246
1976-01-17;678.54
1976-01-18;568.303
1976-01-19;482.512
1976-01-20;408.832
1976-01-21;335.114
1976-01-22;287.876
1976-01-23;253.327
1976-01-24;220.728
